ID Number,Name,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal
132,Blake,50,0,39,AMBIPOM,0,None,Double Hit,U-turn,Sand-Attack,Screech,0,50,0,40,PORYGON2,0,None,Psybeam,Signal Beam,Conversion 2,Recover,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Garrett,50,0,37,MR. MIME,0,None,Psybeam,Mimic,Reflect,Light Screen,0,50,0,39,DUSCLOPS,0,None,Will-O-Wisp,Shadow Punch,Pursuit,Confuse Ray,0,50,0,39,SCYTHER,0,None,Slash,X-Scissor,Quick Attack,Fury Cutter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Laura,50,0,42,TROPIUS,0,None,Air Slash,Body Slam,Magical Leaf,Sweet Scent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Maria,50,0,38,GOLDUCK,0,None,Water Pulse,Confusion,Disable,Screech,0,50,0,39,RAPIDASH,0,None,Fire Blast,Take Down,Fury Attack,Will-O-Wisp,0,50,0,38,SUDOWOODO,0,None,Rock Slide,Low Kick,Flail,Endure,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Bradley,0,0,36,SNORUNT,0,None,-,-,-,-,0,0,0,36,SWINUB,0,None,-,-,-,-,0,0,0,36,SNOVER,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Edward,0,0,39,SNEASEL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Kaitlyn,0,0,36,SWINUB,0,None,-,-,-,-,0,0,0,38,SNOVER,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Andrea,0,0,39,SNOVER,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Dalton,50,0,40,ELECTABUZZ,0,None,Thunderbolt,Swift,Quick Attack,Thunder Wave,0,50,0,40,MAGMAR,0,None,Flamethrower,Faint Attack,Smog,Will-O-Wisp,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Olivia,50,0,38,KIRLIA,0,None,Future Sight,Psychic,Magical Leaf,Lucky Chant,0,50,0,39,SEAKING,0,None,Waterfall,Poison Jab,Supersonic,Aqua Ring,0,50,0,38,BUNEARY,0,None,Dizzy Punch,Quick Attack,Jump Kick,Shadow Ball,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Shawn,0,0,35,SNOVER,0,None,-,-,-,-,0,0,0,36,SNOVER,0,None,-,-,-,-,0,0,0,37,SNOVER,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Bjorn,0,0,36,SWINUB,0,None,-,-,-,-,0,0,0,38,SNEASEL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Lexie,0,0,37,PILOSWINE,0,None,-,-,-,-,0,0,0,37,GLACEON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Madison,0,0,39,SNORUNT,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Matthew,0,0,39,GOLBAT,0,None,-,-,-,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Ethan,0,0,37,SKORUPI,0,None,-,-,-,-,0,0,0,37,GOLBAT,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Luke,30,0,37,CROAGUNK,0,None,-,-,-,-,0,30,0,37,RIOLU,0,None,-,-,-,-,0,30,0,37,MACHOKE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Miguel,0,0,33,GYARADOS,0,None,-,-,-,-,0,0,0,33,GYARADOS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Luc,0,0,29,REMORAID,0,None,-,-,-,-,0,0,0,29,REMORAID,0,None,-,-,-,-,0,0,0,30,REMORAID,0,None,-,-,-,-,0,0,0,31,GYARADOS,0,None,-,-,-,-,0,0,0,31,REMORAID,0,None,-,-,-,-,0,,,,,,,,,,,
155,Tara & Tim,0,0,5,RATTATA,0,None,-,-,-,-,0,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Adrian,0,0,32,REMORAID,0,None,-,-,-,-,0,0,0,30,TENTACOOL,0,None,-,-,-,-,0,0,0,34,OCTILLERY,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Erik,0,0,35,TENTACRUEL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Vincent,0,0,33,PELIPPER,0,None,-,-,-,-,0,0,0,33,GASTRODON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Jessica,0,0,30,GOLDEEN,0,None,-,-,-,-,0,0,0,30,GOLDEEN,0,None,-,-,-,-,0,0,0,31,GOLDEEN,0,None,-,-,-,-,0,0,0,33,SEAKING,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,
163,Erica,0,0,35,FINNEON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Katelyn,0,0,32,BUIZEL,0,None,Aqua Jet,SonicBoom,Quick Attack,Attract,0,0,0,32,MEDICHAM,0,None,Confusion,Brick Break,Meditate,Light Screen,0,0,0,32,SEAKING,0,None,Water Pulse,Horn Attack,Aqua Ring,Captivate,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Tara & Tim,0,0,5,RATTATA,0,None,-,-,-,-,0,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Dillon,0,0,33,REMORAID,0,None,-,-,-,-,0,0,0,33,FLOATZEL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Vanessa,0,0,35,GOLDUCK,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Cory,0,0,30,FINNEON,0,None,-,-,-,-,0,0,0,32,FINNEON,0,None,-,-,-,-,0,0,0,34,FINNEON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Jake,50,0,35,STARAPTOR,0,None,Take Down,Aerial Ace,Endeavor,Quick Attack,0,50,0,36,GIRAFARIG,0,None,Double Hit,Psychic,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Shannon,50,0,34,CHERRIM,0,None,Petal Dance,Magical Leaf,Leech Seed,-,0,50,0,34,AZUMARILL,0,None,Double-Edge,BubbleBeam,Aqua Ring,-,0,50,0,35,LOPUNNY,0,None,Jump Kick,Quick Attack,Charm,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Brett,0,0,43,MAGIKARP,0,None,-,-,-,-,0,0,0,42,FINNEON,0,None,-,-,-,-,0,0,0,42,FEEBAS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Alec,0,0,42,MAGIKARP,0,None,-,-,-,-,0,0,0,45,GYARADOS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,George,0,0,41,MAGIKARP,0,None,-,-,-,-,0,0,0,41,FINNEON,0,None,-,-,-,-,0,0,0,41,REMORAID,0,None,-,-,-,-,0,0,0,42,GYARADOS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,
175,Cole,0,0,43,GYARADOS,0,None,-,-,-,-,0,0,0,40,REMORAID,0,None,-,-,-,-,0,0,0,43,GYARADOS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Luther,0,0,41,WINGULL,0,None,-,-,-,-,0,0,0,42,MACHOKE,0,None,-,-,-,-,0,0,0,43,GASTRODON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Tara & Tim,0,0,5,RATTATA,0,None,-,-,-,-,0,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Wesley,0,0,43,FLOATZEL,0,None,-,-,-,-,0,0,0,43,TENTACRUEL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Ricardo,0,0,45,TENTACRUEL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Francisco,0,0,41,TENTACOOL,0,None,-,-,-,-,0,0,0,45,GOLDUCK,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Colton,0,0,40,WINGULL,0,None,-,-,-,-,0,0,0,44,OCTILLERY,0,None,-,-,-,-,0,0,0,44,PELIPPER,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Troy,0,0,45,GYARADOS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Oscar,0,0,41,MANTYKE,0,None,-,-,-,-,0,0,0,42,REMORAID,0,None,-,-,-,-,0,0,0,43,MANTINE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Miranda,0,0,45,LUMINEON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Aubree,0,0,43,BIBAREL,0,None,-,-,-,-,0,0,0,43,AZUMARILL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Paige,0,0,41,MARILL,0,None,-,-,-,-,0,0,0,42,WINGULL,0,None,-,-,-,-,0,0,0,43,GOLDUCK,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Crystal,0,0,42,WINGULL,0,None,-,-,-,-,0,0,0,44,SEAKING,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Cassandra,0,0,44,LUMINEON,0,None,-,-,-,-,0,0,0,42,PELIPPER,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Gabrielle,0,0,45,GOLDUCK,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Colin,0,0,6,GEODUDE,0,None,-,-,-,-,0,0,0,8,MACHOP,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Mason,0,0,9,GEODUDE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Jack,0,0,11,WURMPLE,0,None,Tackle,String Shot,Poison Sting,-,0,0,0,13,SILCOON,0,None,Tackle,String Shot,Poison Sting,Harden,0,20,0,15,BEAUTIFLY,0,None,Tackle,Poison Sting,Absorb,Gust,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Phillip,0,0,11,WURMPLE,0,None,Tackle,String Shot,Poison Sting,-,0,0,0,13,CASCOON,0,None,Tackle,String Shot,Poison Sting,Harden,0,20,0,15,DUSTOX,0,None,Tackle,Poison Sting,Confusion,Gust,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Donald,10,0,14,BURMY,1,None,-,-,-,-,0,10,0,14,BURMY,2,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Briana,0,0,16,PACHIRISU,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Elijah,20,0,17,ABRA,0,None,Hidden Power,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Lindsey,20,0,17,ABRA,0,None,Hidden Power,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Tara & Tim,0,0,5,RATTATA,0,None,-,-,-,-,0,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Tara & Tim,0,0,5,RATTATA,0,None,-,-,-,-,0,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Omar,50,0,45,MAMOSWINE,0,None,Blizzard,Ice Fang,Rock Slide,Giga Impact,0,50,0,46,MOTHIM,0,None,Silver Wind,Air Slash,Psychic,Toxic,0,50,0,48,RAMPARDOS,0,None,Head Smash,Zen Headbutt,AncientPower,Screech,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Henry,50,0,47,RHYDON,0,None,Stone Edge,Earthquake,Hammer Arm,Take Down,0,50,0,48,CARNIVINE,0,None,Wring Out,Crunch,Faint Attack,Ingrain,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Mariah,50,0,45,BLISSEY,0,None,Double-Edge,Sing,Softboiled,Light Screen,0,50,0,46,GLALIE,0,None,Ice Beam,Crunch,Headbutt,Shadow Ball,0,50,0,48,MAGNEZONE,0,None,Discharge,Flash Cannon,Thunder Wave,Barrier,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Sydney,50,0,47,CLEFABLE,0,None,Meteor Mash,Reflect,Light Screen,Gravity,0,50,0,48,TORTERRA,0,None,Earthquake,Crunch,Leech Seed,Synthesis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Edgar,100,0,46,PORYGON-Z,0,None,Hyper Beam,Signal Beam,Psychic,Thunderbolt,0,100,0,46,TANGROWTH,0,None,Power Whip,Mega Drain,Toxic,Slam,0,100,0,46,EMPOLEON,0,None,Brine,Drill Peck,Metal Claw,Growl,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Clayton,100,0,47,STARAPTOR,0,None,Brave Bird,Quick Attack,Double Team,Growl,0,100,0,47,LICKILICKY,0,None,Slam,Power Whip,Earthquake,Brick Break,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ondrej,50,0,45,ALTARIA,0,None,-,-,-,-,0,50,0,47,GABITE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Clinton,50,0,43,GIBLE,0,None,-,-,-,-,0,50,0,45,SWABLU,0,None,-,-,-,-,0,50,0,47,GABITE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,David,40,0,35,STEELIX,0,None,Iron Tail,Rock Slide,Sandstorm,Screech,0,40,0,37,STEELIX,0,None,Iron Tail,Rock Slide,Sandstorm,Screech,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Hana,0,0,45,NOCTOWL,0,None,-,-,-,-,0,0,0,47,TOGETIC,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Bryce,0,0,43,HAUNTER,0,None,-,-,-,-,0,0,0,46,GARDEVOIR,0,None,-,-,-,-,0,0,0,46,GENGAR,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Valencia,0,0,44,CHIMECHO,0,None,-,-,-,-,0,0,0,45,ABSOL,0,None,-,-,-,-,0,0,0,46,DUSKNOIR,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Jo & Pat,0,0,50,LUMINEON,0,None,Water Pulse,Aqua Ring,Captivate,Silver Wind,0,0,0,50,RAPIDASH,0,None,Fire Blast,Stomp,Quick Attack,Iron Tail,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Al & Kay,0,0,50,STARAPTOR,0,None,Close Combat,Brave Bird,Growl,Quick Attack,0,0,0,50,AMBIPOM,0,None,Double Hit,Aerial Ace,Shock Wave,Water Pulse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Grant,100,0,34,RIOLU,0,None,Force Palm,Quick Attack,Counter,Screech,0,100,0,34,STARAPTOR,0,None,Aerial Ace,Take Down,Quick Attack,Growl,0,100,0,34,GRAVELER,0,None,Earthquake,Rock Slide,Rock Polish,Defense Curl,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Jonathon,10,0,11,GEODUDE,0,None,Tackle,Defense Curl,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Darius,10,0,9,GEODUDE,0,None,Tackle,Defense Curl,-,-,0,10,0,9,ONIX,0,None,Rock Throw,Tackle,Harden,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Roark,50,0,12,GEODUDE,0,None,Stealth Rock,Rock Throw,-,-,0,50,0,12,ONIX,0,None,Stealth Rock,Rock Throw,Screech,-,0,50,0,14,CRANIDOS,0,None,Headbutt,Pursuit,Leer,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Cedric,30,0,7,STARLY,0,None,Quick Attack,Growl,-,-,0,30,0,9,TURTWIG,0,None,Tackle,Withdraw,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Cedric,30,0,7,STARLY,0,None,Quick Attack,Growl,-,-,0,30,0,9,CHIMCHAR,0,None,Scratch,Leer,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Cedric,30,0,7,STARLY,0,None,Quick Attack,Growl,-,-,0,30,0,9,PIPLUP,0,None,Pound,Growl,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Byron,200,0,37,MAGNETON,0,None,Flash Cannon,Thunderbolt,Tri Attack,Metal Sound,0,200,0,38,STEELIX,0,None,Flash Cannon,Ice Fang,Earthquake,Sandstorm,0,200,0,41,BASTIODON,0,Sitrus Berry,Metal Burst,Stone Edge,Iron Defense,Taunt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
